MAG,MG,Sample,Participant,Timepoint,Project,CST,subCST,Geography,FinalTaxonomy,KeptCleaned,GC,N50,Size,Complete,Contam,N_BGC,BGC_detection,classification,Coverage
MAG04541,MG0392,MG_213626,AYAC05,49,Gates-UMD,IV-B,IV-B,NorthAmer,Gardnerella_swidsinkii,0,0.422,121912,1477049,99.93,0.456,2,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,272.38486
MAG04544,MG0394,MG_213818,AYAC05,63,Gates-UMD,III,III-B,NorthAmer,Lactobacillus_jensenii,0,0.343,47157,1626634,98.31,0.096,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,37.19413
MAG00683,MG2231,MG_0869RFLQV1,P816,0,XPENN,IV-B,IV-B,NorthAmer,Berryella_sp001552935,0,0.465,14080,1221770,88.57,0.08,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,23.849438
MAG00684,MG2232,MG_0879RFLQV1,P817,0,XPENN,IV-B,IV-B,NorthAmer,Aerococcus_christensenii,0,0.391,23532,1351750,95.48,0.732,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus christensenii,52.577072
MAG00685,MG2232,MG_0879RFLQV1,P817,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_bivia,0,0.39,35708,1929322,97.63,0.168,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,69.58163
MAG00686,MG2232,MG_0879RFLQV1,P817,0,XPENN,IV-B,IV-B,NorthAmer,Metamycoplasma_hominis,0,0.267,7349,578824,87.69,1.578,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma hominis,35.373676
MAG00689,MG2232,MG_0879RFLQV1,P817,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_piotii,0,0.431,3213,1210917,84.2,5.439,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium piotii,95.18215
MAG04545,MG0394,MG_213818,AYAC05,63,Gates-UMD,III,III-B,NorthAmer,Lactobacillus_iners,0,0.322,104286,1257875,99.41,1.061,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,264.63846
MAG00691,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_disiens,0,0.391,9805,2039426,90.02,0.225,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella disiens,11.775194
MAG00692,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Actinomycetaceae_gZJ293,0,0.328,19664,1128695,84.32,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__ZJ293;s__,12.931678
MAG00951,MG0266,MG_114717,AYAC09,7,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_crispatus,1,0.366,21105,2217126,99.03,0.74,4,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,848.40857
MAG00953,MG0267,MG_114765,AYAC09,18,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_mulieris,0,0.345,33804,1576699,93.37,0,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris,32.593258
MAG00954,MG0267,MG_114765,AYAC09,18,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_crispatus,1,0.367,28292,2244623,99.03,0.74,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,406.23837
MAG00696,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Fannyhessea_vaginae,0,0.431,28887,1120586,86.29,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae,105.460785
MAG00697,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Arcanobacterium_sp000758825,0,0.561,71669,1406576,97.41,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A sp000758825,32.521
MAG00698,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Fannyhessea_massiliense,1,0.49,61950,1366580,98.39,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea massiliense,429.9566
MAG05771,MG0443,MG_261195,AYAC09,46,Gates-UMD,IV-C,IV-C1,NorthAmer,Lactobacillus_crispatus,0,0.373,6373,1843333,92.52,2.888,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,15.265022
MAG05772,MG0443,MG_261195,AYAC09,46,Gates-UMD,IV-C,IV-C1,NorthAmer,Peptostreptococcus_anaerobius,0,0.378,3529,1378277,88.59,0,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius,11.74831
MAG05773,MG0443,MG_261195,AYAC09,46,Gates-UMD,IV-C,IV-C1,NorthAmer,Corynebacterium_amycolatum,0,0.582,132976,2560355,100,0,3,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium amycolatum,58.211838
MAG05774,MG0443,MG_261195,AYAC09,46,Gates-UMD,IV-C,IV-C1,NorthAmer,Streptococcus_anginosus,0,0.386,96397,2000216,99.88,0.354,4,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus,89.08471
MAG05775,MG0444,MG_261275,AYAC09,63,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_crispatus,1,0.369,14451,2034111,96.45,1.47,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,654.83344
MAG00704,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Gemella_asaccharolytica,1,0.263,78802,1203992,95.03,0.55,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella asaccharolytica,92.22692
MAG05776,MG0445,MG_262965,AYAC10,7,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_crispatus,1,0.371,17454,2239762,99.03,0.53,4,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,1716.6815
MAG00706,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Prevotella_melaninogenica,0,0.411,12612,2280738,87.83,0.437,0,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica,44.96303
MAG00707,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Fannyhessea_spNov3,0,0.501,20422,1225386,91.93,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__,55.61312
MAG00708,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Metamycoplasma_hominis,0,0.267,136584,660193,100,0,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma hominis,95.950645
MAG00709,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,KA00274_sp001552885,0,0.391,116617,1407724,87.47,0.354,0,FALSE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp001552885,17.628727
MAG00710,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Dialister_micraerophilus,0,0.351,23785,1196727,96.59,0.331,0,FALSE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister micraerophilus,46.135765
MAG00712,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Berryella_sp001552935,1,0.465,74959,1388377,93.35,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,266.0785
MAG05777,MG0446,MG_262997,AYAC10,14,Gates-UMD,III,III-B,NorthAmer,Lactobacillus_iners,0,0.324,89658,1301852,99.41,0.442,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,307.48923
MAG05779,MG0446,MG_262997,AYAC10,14,Gates-UMD,III,III-B,NorthAmer,Lactobacillus_crispatus,1,0.369,22364,2355794,98.7,1.82,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,34.357494
MAG00715,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Bulleidia_spNov1,0,0.301,39395,1186956,92.38,0,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__,17.854862
MAG00716,MG2234,MG_0942RFLQV1,P819,0,XPENN,IV-B,IV-B,NorthAmer,Mobiluncus_curtisii,0,0.56,8064,1443651,79.55,1.421,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus curtisii,9.541157
MAG05780,MG0447,MG_263077,AYAC10,32,Gates-UMD,I,I-B,NorthAmer,Lactobacillus_iners,0,0.329,7204,916900,74.42,0.442,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,68.68813
MAG05781,MG0447,MG_263077,AYAC10,32,Gates-UMD,I,I-B,NorthAmer,Lactobacillus_crispatus,0,0.369,26554,2248064,99.02,1.607,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,286.5797
MAG05782,MG0448,MG_263162,AYAC10,50,Gates-UMD,I,I-B,NorthAmer,Lactobacillus_crispatus,0,0.372,16824,2253501,95.77,2.126,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,536.9327
MAG00720,MG2235,MG_0960RFLQV1,P820,0,XPENN,IV-B,IV-B,NorthAmer,Bifidobacterium_bifidum,0,0.631,6769,1484046,71.92,0.576,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,8.362295
MAG05783,MG0448,MG_263162,AYAC10,50,Gates-UMD,I,I-B,NorthAmer,Lactobacillus_iners,0,0.332,5193,963492,73.92,2.907,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,188.03322
MAG05784,MG0449,MG_263210,AYAC10,61,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_crispatus,1,0.368,20798,2179203,99.03,0.31,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,3183.9968
MAG00902,MG0250,MG_112477,EM04,7,Gates-UMD,V,V,NorthAmer,Lactobacillus_mulieris,0,0.34,55033,1631222,98.83,0,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris,578.0337
MAG00724,MG2235,MG_0960RFLQV1,P820,0,XPENN,IV-B,IV-B,NorthAmer,Aerococcus_christensenii,0,0.388,131870,1629689,98.26,0,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus christensenii,118.25102
MAG00725,MG2235,MG_0960RFLQV1,P820,0,XPENN,IV-B,IV-B,NorthAmer,Lactobacillus_gasseri,0,0.348,7273,1360007,75.21,0.129,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri,8.8149605
MAG00903,MG0250,MG_112477,EM04,7,Gates-UMD,V,V,NorthAmer,Prevotella_bivia,0,0.399,5193,2111393,92.1,0.506,2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,11.411091
MAG00727,MG2236,MG_0962RFLQV1,P821,0,XPENN,IV-B,IV-B,NorthAmer,Aerococcus_christensenii,1,0.383,4905,1448306,86.12,1.88,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus christensenii,11.03288
MAG00904,MG0251,MG_112541,EM04,21,Gates-UMD,V,V,NorthAmer,Lawsonella_sp018376445,0,0.584,8253,1548017,85.68,1.176,3,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella sp018376445,10.67364
MAG00905,MG0251,MG_112541,EM04,21,Gates-UMD,V,V,NorthAmer,Streptococcus_anginosus,0,0.391,68282,1943294,97.75,0.602,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus,24.802408
MAG00907,MG0251,MG_112541,EM04,21,Gates-UMD,V,V,NorthAmer,Prevotella_bivia,0,0.393,43398,2132375,99.32,0,2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,92.96151
MAG00908,MG0251,MG_112541,EM04,21,Gates-UMD,V,V,NorthAmer,Prevotella_timonensis,0,0.432,3965,2112435,76.3,2.529,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis,15.523142
MAG00910,MG0251,MG_112541,EM04,21,Gates-UMD,V,V,NorthAmer,Lactobacillus_mulieris,0,0.341,66443,1607650,98.83,0.04,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris,1178.7255
MAG00911,MG0252,MG_112597,EM04,34,Gates-UMD,IV-C,IV-C0,NorthAmer,Peptoniphilus_harei,0,0.351,9642,1411305,75.03,1.048,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A,9.14055
MAG00912,MG0252,MG_112597,EM04,34,Gates-UMD,IV-C,IV-C0,NorthAmer,Corynebacterium_tuscaniense,0,0.597,6419,1784372,79.32,2.07,2,TRUE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium tuscaniense,8.509923
MAG00735,MG2236,MG_0962RFLQV1,P821,0,XPENN,IV-B,IV-B,NorthAmer,Berryella_sp001552935,0,0.465,44648,1519661,97.37,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,59.91363
MAG00736,MG2236,MG_0962RFLQV1,P821,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis,0,0.407,42390,1257283,73.02,0.113,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,435.68893
MAG00913,MG0252,MG_112597,EM04,34,Gates-UMD,IV-C,IV-C0,NorthAmer,Prevotella_bivia,0,0.398,34581,2502977,99.66,0.018,4,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,28.89759
MAG00739,MG2237,MG_0963RFLQV1,P822,0,XPENN,III,III-B,NorthAmer,Fannyhessea_vaginae,0,0.428,3722,1036700,72.37,2.822,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae,245.6289
MAG00740,MG2237,MG_0963RFLQV1,P822,0,XPENN,III,III-B,NorthAmer,Nanoperiomorbus_sp004136275,0,0.496,6800,911872,83.3,7.648,0,FALSE,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp004136275,343.7928
MAG04534,MG0389,MG_213335,EM04,49,Gates-UMD,V,V,NorthAmer,Lactobacillus_mulieris,0,0.341,114618,1630642,98.83,0,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris,4216.127
MAG04535,MG0390,MG_213391,EM04,62,Gates-UMD,IV-C,IV-C1,NorthAmer,Streptococcus_anginosus,0,0.395,7688,1964427,96.29,0.954,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus,28.632034
MAG04536,MG0390,MG_213391,EM04,62,Gates-UMD,IV-C,IV-C1,NorthAmer,Prevotella_bivia,0,0.427,1167,2895173,84.74,4.691,1,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,13.379394
MAG00914,MG0253,MG_112797,EM06,7,Gates-UMD,II,II,NorthAmer,Limosilactobacillus_portuensis,0,0.403,15044,1845181,96.43,0.791,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,15.580516
MAG00915,MG0253,MG_112797,EM06,7,Gates-UMD,II,II,NorthAmer,Lactobacillus_paragasseri,0,0.346,101518,1989973,98.94,0.775,2,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri,236.78491
MAG00916,MG0254,MG_112861,EM06,21,Gates-UMD,II,II,NorthAmer,Lactobacillus_paragasseri,0,0.346,13346,1979681,99.84,1.642,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri,599.9352
MAG00747,MG2239,MG_0996RFLQV1,P824,0,XPENN,IV-B,IV-B,NorthAmer,Fannyhessea_vaginae,0,0.427,137192,1418535,95.16,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae,916.43835
MAG00918,MG0255,MG_112917,EM06,34,Gates-UMD,II,II,NorthAmer,Lactobacillus_paragasseri,0,0.346,108278,1875444,99.22,0,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri,458.96683
MAG00919,MG0255,MG_112917,EM06,34,Gates-UMD,II,II,NorthAmer,Streptococcus_agalactiae,0,0.357,14012,1988383,97.51,0.177,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae,52.7505
MAG00920,MG0255,MG_112917,EM06,34,Gates-UMD,II,II,NorthAmer,Limosilactobacillus_portuensis,0,0.407,6095,1678746,94.09,2.173,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,14.197753
MAG04537,MG0391,MG_213562,EM06,49,Gates-UMD,II,II,NorthAmer,Limosilactobacillus_portuensis,1,0.429,2045,3359065,97.81,3.4,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,18.256208
MAG00752,MG2239,MG_0996RFLQV1,P824,0,XPENN,IV-B,IV-B,NorthAmer,Fannyhessea_massiliense,0,0.49,53948,1398901,98.38,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea massiliense,49.23347
MAG04538,MG0391,MG_213562,EM06,49,Gates-UMD,II,II,NorthAmer,Lactobacillus_paragasseri,0,0.346,87252,1869335,99.22,0,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri,409.9317
MAG04542,MG0393,MG_213746,EM06,62,Gates-UMD,II,II,NorthAmer,Lactobacillus_paragasseri,1,0.346,52116,2001796,97.89,0.81,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri,1513.0734
MAG04543,MG0393,MG_213746,EM06,62,Gates-UMD,II,II,NorthAmer,Limosilactobacillus_portuensis,0,0.406,2686,1603565,74.58,2.449,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,26.848768
MAG00921,MG0257,MG_113357,EM09,24,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_crispatus,0,0.364,19598,2455067,99.02,3.046,4,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,2565.688
MAG00757,MG2239,MG_0996RFLQV1,P824,0,XPENN,IV-B,IV-B,NorthAmer,Berryella_sp001552935,0,0.464,131383,1600830,98.99,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935,156.6081
MAG00758,MG2239,MG_0996RFLQV1,P824,0,XPENN,IV-B,IV-B,NorthAmer,Gardnerella_vaginalis_D,1,0.43,40997,1396797,88.99,0.55,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_D,702.6894
MAG05277,MG0430,MG_235318,EM09,42,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_crispatus,0,0.365,20120,2524941,99.02,3.046,5,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,2462.6863
MAG05278,MG0431,MG_235371,EM09,54,Gates-UMD,IV-A,IV-A,NorthAmer,UBA629_sp005465875,0,0.311,71468,1578184,76.2,0,3,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,66.91458
MAG00761,MG2239,MG_0996RFLQV1,P824,0,XPENN,IV-B,IV-B,NorthAmer,Aerococcus_christensenii,0,0.391,49037,1508695,98.26,0,0,FALSE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus christensenii,64.22276
MAG05279,MG0431,MG_235371,EM09,54,Gates-UMD,IV-A,IV-A,NorthAmer,Prevotella_amnii,1,0.361,41299,2305063,98.65,0.11,3,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,41.623455
MAG00763,MG2239,MG_0996RFLQV1,P824,0,XPENN,IV-B,IV-B,NorthAmer,Arcanobacterium_sp000758825,0,0.558,194373,1555411,97.41,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A sp000758825,49.797802
MAG05280,MG0431,MG_235371,EM09,54,Gates-UMD,IV-A,IV-A,NorthAmer,Megasphaera_lornae,0,0.472,4215,1423108,90.81,1.616,1,TRUE,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,8.868866
MAG05282,MG0431,MG_235371,EM09,54,Gates-UMD,IV-A,IV-A,NorthAmer,KA00274_sp902373515,0,0.426,5931,1330582,82.09,1.322,1,TRUE,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,9.461679
MAG05285,MG0432,MG_235407,EM09,62,Gates-UMD,I,I-A,NorthAmer,Lactobacillus_crispatus,0,0.37,9051,1960958,84.18,4.198,3,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,1208.8962
MAG00769,MG2241,MG_1009RFLQV1,P826,0,XPENN,I,I-B,NorthAmer,Gardnerella_swidsinkii,0,0.428,252530,1132365,75.73,0,0,FALSE,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,335.33914
MAG05287,MG0433,MG_253534,EM10,7,Gates-UMD,III,III-A,NorthAmer,Lactobacillus_iners,0,0.324,119942,1262809,99.41,0.442,1,TRUE,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,1050.5394
