MAG,contig_id,region,GBK,From_To,Length,type,most_similar_known_cluster,most_similar_known_cluster_type,similarity,classification,FinalTaxonomy,Genus
MAG01766,MAG01766_0038,38.1,MAG01766_0038.region001,1_9505,9504,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01767,MAG01767_0001,1.1,MAG01767_0001.region001,4584_47442,42858,NRPS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris,Lactobacillus_mulieris,Lactobacillus
MAG01768,MAG01768_0027,27.1,MAG01768_0027.region001,1_10338,10337,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A,Prevotella_timonensis,Prevotella
MAG01769,MAG01769_0074,74.1,MAG01769_0074.region001,1_8121,8120,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus tetradius,Anaerococcus_tetradius,Anaerococcus
MAG01770,MAG01770_0005,5.1,MAG01770_0005.region001,43773_75758,31985,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_B,Gardnerella_vaginalis_B,Bifidobacterium
MAG01771,MAG01771_0002,2.1,MAG01771_0002.region001,65302_107761,42459,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG01771,MAG01771_0009,9.1,MAG01771_0009.region001,39043_54190,15147,lanthipeptide-class-iii,anacyclamide A10,RiPP:Cyanobactin,14.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG01771,MAG01771_0016,16.1,MAG01771_0016.region001,1_20831,20830,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG01773,MAG01773_0002,2.1,MAG01773_0002.region001,1_17058,17057,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG01773,MAG01773_0083,83.1,MAG01773_0083.region001,1_3709,3708,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG01776,MAG01776_0156,156.1,MAG01776_0156.region001,1_3957,3956,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,Prevotella_bivia,Prevotella
MAG01778,MAG01778_0105,105.1,MAG01778_0105.region001,1_4131,4130,RRE-containing,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella asaccharolytica,Gemella_asaccharolytica,Gemella
MAG01779,MAG01779_0016,16.1,MAG01779_0016.region001,1_11412,11411,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A vaginalis,Peptoniphilus_vaginalis,Peptoniphilus_A
MAG01779,MAG01779_0248,248.1,MAG01779_0248.region001,1_2584,2583,lanthipeptide-class-ii,mutacin II,RiPP:Lanthipeptide,100.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A vaginalis,Peptoniphilus_vaginalis,Peptoniphilus_A
MAG01780,MAG01780_0007,7.1,MAG01780_0007.region001,1_17483,17482,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG01781,MAG01781_0002,2.1,MAG01781_0002.region001,92667_114311,21644,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG01783,MAG01783_0010,10.1,MAG01783_0010.region001,6346_38814,32468,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG01783,MAG01783_0014,14.1,MAG01783_0014.region001,1_28329,28328,NRPS,equibactin,NRP,28.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG01783,MAG01783_0032,32.1,MAG01783_0032.region001,1_11721,11720,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens,Sneathia_sanguinegens,Sneathia
MAG01784,MAG01784_0077,77.1,MAG01784_0077.region001,1_6347,6346,arylpolyene,flexirubin,Polyketide,5.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG01784,MAG01784_0088,88.1,MAG01784_0088.region001,1_5981,5980,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG01784,MAG01784_0227,227.1,MAG01784_0227.region001,1_2705,2704,arylpolyene,flexirubin,Other,12.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG01784,MAG01784_0283,283.1,MAG01784_0283.region001,1_2003,2002,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii,Prevotella_amnii,Prevotella
MAG01785,MAG01785_0003,3.1,MAG01785_0003.region001,1252_12514,11262,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG01785,MAG01785_0003,3.2,MAG01785_0003.region002,112211_134916,22705,lanthipeptide-class-ii,ruminococcin A,RiPP:Lanthipeptide,28.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium swidsinskii,Gardnerella_swidsinkii,Bifidobacterium
MAG01786,MAG01786_0013,13.1,MAG01786_0013.region001,1_10768,10767,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01790,MAG01790_0001,1.1,MAG01790_0001.region001,259410_280822,21412,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG01791,MAG01791_0003,3.1,MAG01791_0003.region001,71978_113327,41349,T3PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_A,Gardnerella_vaginalis_A,Bifidobacterium
MAG01792,MAG01792_0113,113.1,MAG01792_0113.region001,1_6648,6647,RiPP-like,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris,Mobiluncus_mulieris,Mobiluncus
MAG01793,MAG01793_0040,40.1,MAG01793_0040.region001,806_15895,15089,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov1,Prevotella
MAG01794,MAG01794_0028,28.1,MAG01794_0028.region001,1_10638,10637,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01795,MAG01795_0010,10.1,MAG01795_0010.region001,18362_42561,24199,lanthipeptide-class-i,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG01795,MAG01795_0020,20.1,MAG01795_0020.region001,1_11937,11936,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG01795,MAG01795_0021,21.1,MAG01795_0021.region001,4951_25591,20640,thiopeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp001552895,Parvimonas_sp001552895,Parvimonas
MAG01796,MAG01796_0004,4.1,MAG01796_0004.region001,90243_110509,20266,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG01796,MAG01796_0015,15.1,MAG01796_0015.region001,1_43485,43484,arylpolyene,flexirubin,Polyketide,13.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG01799,MAG01799_0002,2.1,MAG01799_0002.region001,1_31122,31121,T3PKS,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG01799,MAG01799_0005,5.1,MAG01799_0005.region001,1_15167,15166,lanthipeptide-class-iii,anacyclamide A10,RiPP:Cyanobactin,14.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG01799,MAG01799_0011,11.1,MAG01799_0011.region001,10432_51541,41109,NRPS-like,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis,Sneathia_vaginalis,Sneathia
MAG01801,MAG01801_0005,5.1,MAG01801_0005.region001,38197_59866,21669,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355,Dialister_sp001553355,Dialister
MAG01803,MAG01803_0001,1.1,MAG01803_0001.region001,324038_345604,21566,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__Mageeibacillus;s__Mageeibacillus indolicus,Mageeibacillus_indolicus,Mageeibacillus
MAG01804,MAG01804_0001,1.1,MAG01804_0001.region001,50045_91790,41745,NRPS-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG01804,MAG01804_0003,3.1,MAG01804_0003.region001,129295_148693,19398,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG01804,MAG01804_0006,6.1,MAG01804_0006.region001,9278_30933,21655,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG01805,MAG01805_0004,4.1,MAG01805_0004.region001,22736_47962,25226,RaS-RiPP,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG01805,MAG01805_0005,5.1,MAG01805_0005.region001,1_11855,11854,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG01806,MAG01806_0049,49.1,MAG01806_0049.region001,1_10092,10091,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,KA00274_sp902373515,KA00274
MAG01807,MAG01807_0112,112.1,MAG01807_0112.region001,1_4272,4271,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG01808,MAG01808_0016,16.1,MAG01808_0016.region001,7751_27918,20167,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG01808,MAG01808_0117,117.1,MAG01808_0117.region001,1_6818,6817,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG01808,MAG01808_0229,229.1,MAG01808_0229.region001,1_1696,1695,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG01811,MAG01811_0061,61.1,MAG01811_0061.region001,1_7237,7236,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG01811,MAG01811_0171,171.1,MAG01811_0171.region001,1_3420,3419,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG01814,MAG01814_0044,44.1,MAG01814_0044.region001,1_7459,7458,ranthipeptide,,,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae,Megasphaera_lornae,Megasphaera
MAG01815,MAG01815_0003,3.1,MAG01815_0003.region001,11538_53283,41745,NRPS-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG01815,MAG01815_0010,10.1,MAG01815_0010.region001,1_10209,10208,RiPP-like,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG01815,MAG01815_0021,21.1,MAG01815_0021.region001,1_16708,16707,ranthipeptide,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA629;s__UBA629 sp005465875,UBA629_sp005465875,UBA629
MAG01821,MAG01821_0017,17.1,MAG01821_0017.region001,1_12992,12991,RRE-containing,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG01821,MAG01821_0098,98.1,MAG01821_0098.region001,1_6755,6754,arylpolyene,flexirubin,Other,8.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Prevotella_spNov3,Prevotella
MAG01822,MAG01822_0047,47.1,MAG01822_0047.region001,1_8039,8038,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01823,MAG01823_0015,15.1,MAG01823_0015.region001,1_14110,14109,T3PKS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BR,Streptococcus_mitis,Streptococcus
MAG01823,MAG01823_0019,19.1,MAG01823_0019.region001,5324_13295,7971,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BR,Streptococcus_mitis,Streptococcus
MAG01823,MAG01823_0030,30.1,MAG01823_0030.region001,1_7297,7296,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BR,Streptococcus_mitis,Streptococcus
MAG01824,MAG01824_0141,141.1,MAG01824_0141.region001,1_4622,4621,resorcinol,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia,Prevotella_bivia,Prevotella
MAG01825,MAG01825_0001,1.1,MAG01825_0001.region001,2462_13643,11181,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01825,MAG01825_0016,16.1,MAG01825_0016.region001,1_10334,10333,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01826,MAG01826_0001,1.1,MAG01826_0001.region001,119638_161857,42219,NRPS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,Lactobacillus_jensenii,Lactobacillus
MAG01827,MAG01827_0060,60.1,MAG01827_0060.region001,1_8108,8107,T1PKS,,,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium pyruviciproducens,Corynebacterium_pyruviciproducens,Corynebacterium
MAG01828,MAG01828_0068,68.1,MAG01828_0068.region001,1_3779,3778,NRPS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,Lactobacillus_jensenii,Lactobacillus
MAG01829,MAG01829_0036,36.1,MAG01829_0036.region001,1_10568,10567,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01829,MAG01829_0041,41.1,MAG01829_0041.region001,1_6377,6376,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01830,MAG01830_0060,60.1,MAG01830_0060.region001,1_6093,6092,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01831,MAG01831_0020,20.1,MAG01831_0020.region001,1_32192,32191,NRPS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,Lactobacillus_jensenii,Lactobacillus
MAG01832,MAG01832_0008,8.1,MAG01832_0008.region001,1_29381,29380,T3PKS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis,Limosilactobacillus_portuensis,Limosilactobacillus
MAG01833,MAG01833_0009,9.1,MAG01833_0009.region001,21026_31961,10935,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01833,MAG01833_0023,23.1,MAG01833_0023.region001,11921_20947,9026,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01834,MAG01834_0008,8.1,MAG01834_0008.region001,21026_31961,10935,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01834,MAG01834_0025,25.1,MAG01834_0025.region001,11921_20949,9028,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01834,MAG01834_0143,143.1,MAG01834_0143.region001,1_3679,3678,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01836,MAG01836_0002,2.1,MAG01836_0002.region001,19670_30605,10935,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01836,MAG01836_0053,53.1,MAG01836_0053.region001,1_8817,8816,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01836,MAG01836_0110,110.1,MAG01836_0110.region001,1_5581,5580,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01836,MAG01836_0144,144.1,MAG01836_0144.region001,1_3677,3676,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01837,MAG01837_0028,28.1,MAG01837_0028.region001,1_18016,18015,NRPS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii,Lactobacillus_jensenii,Lactobacillus
MAG01838,MAG01838_0027,27.1,MAG01838_0027.region001,1_9028,9027,RiPP-like,gassericin T,RiPP,22.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01838,MAG01838_0048,48.1,MAG01838_0048.region001,1_15407,15406,LAP,listeriolysin S,RiPP:LAP,25.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01838,MAG01838_0129,129.1,MAG01838_0129.region001,1_3679,3678,RiPP-like,gassericin T,RiPP,33.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01838,MAG01838_0134,134.1,MAG01838_0134.region001,1_3474,3473,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01840,MAG01840_0001,1.1,MAG01840_0001.region001,289564_331428,41864,lanthipeptide-class-v,TP-1161,RiPP:Thiopeptide,8.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01840,MAG01840_0001,1.2,MAG01840_0001.region002,465350_488058,22708,lanthipeptide-class-ii,mutacin II,RiPP:Lanthipeptide,100.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01840,MAG01840_0011,11.1,MAG01840_0011.region001,1_10720,10719,lanthipeptide-class-iii,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners,Lactobacillus_iners,Lactobacillus
MAG01841,MAG01841_0014,14.1,MAG01841_0014.region001,23667_34201,10534,RiPP-like,gassericin T,RiPP,44.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01841,MAG01841_0018,18.1,MAG01841_0018.region001,1_9604,9603,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01841,MAG01841_0136,136.1,MAG01841_0136.region001,1_2036,2035,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
MAG01842,MAG01842_0230,230.1,MAG01842_0230.region001,1_2083,2082,T3PKS,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus coleohominis_A,Limosilactobacillus_coleohominis,Limosilactobacillus
MAG01843,MAG01843_0032,32.1,MAG01843_0032.region001,10002_17928,7926,RiPP-like,,,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,Lactobacillus_crispatus,Lactobacillus
